timeOpen;timeClose;timeHigh;timeLow;name;open;high;low;close;volume;marketCap;circulatingSupply;timestamp
"2024-10-14T00:00:00.000Z";"2024-10-14T23:59:59.999Z";"2024-10-14T23:02:00.000Z";"2024-10-14T02:06:00.000Z";"2781";2467.6474313979;2652.8817453672;2443.5529174965;2628.8998971244;21434687898.33;316494185326.93;120384963.84;"2024-10-14T23:59:59.999Z"
"2024-10-13T00:00:00.000Z";"2024-10-13T23:59:59.999Z";"2024-10-13T00:33:00.000Z";"2024-10-13T15:45:00.000Z";"2781";2476.5203273219;2484.1294447571;2436.9696173085;2467.6769628969;9189490605;297063838454.29;120383420.53;"2024-10-13T23:59:59.999Z"
"2024-10-12T00:00:00.000Z";"2024-10-12T23:59:59.999Z";"2024-10-12T22:55:00.000Z";"2024-10-12T03:30:00.000Z";"2781";2436.5156703051;2488.2377132355;2434.2029396403;2476.5231023831;9372169184.29;298128956187.08;120382196.3;"2024-10-12T23:59:59.999Z"
"2024-10-11T00:00:00.000Z";"2024-10-11T23:59:59.999Z";"2024-10-11T19:22:00.000Z";"2024-10-11T01:38:00.000Z";"2781";2383.9400977886;2470.395766147;2380.5045941708;2436.5134816704;13489061564.18;293311812571.93;120381664.75;"2024-10-11T23:59:59.999Z"
"2024-10-10T00:00:00.000Z";"2024-10-10T23:59:59.999Z";"2024-10-10T16:05:00.000Z";"2024-10-10T18:27:00.000Z";"2781";2368.2731115731;2417.2882084972;2329.7847354486;2383.8578440878;15327769939.94;286979463824.44;120380316.64;"2024-10-10T23:59:59.999Z"
"2024-10-09T00:00:00.000Z";"2024-10-09T23:59:59.999Z";"2024-10-09T01:35:00.000Z";"2024-10-09T21:01:00.000Z";"2781";2439.8400502907;2470.9131306844;2350.94656833;2368.2835389024;14954047093.24;285092687991.39;120379987.68;"2024-10-09T23:59:59.999Z"
"2024-10-08T00:00:00.000Z";"2024-10-08T23:59:59.999Z";"2024-10-08T21:47:00.000Z";"2024-10-08T15:36:00.000Z";"2781";2421.9809166899;2464.1273969729;2400.5108495443;2439.8409399284;14067361080.08;293706777045.99;120379521.19;"2024-10-08T23:59:59.999Z"
"2024-10-07T00:00:00.000Z";"2024-10-07T23:59:59.999Z";"2024-10-07T14:25:00.000Z";"2024-10-07T23:01:00.000Z";"2781";2439.9447200133;2520.4062916278;2405.134390679;2421.7967510959;17414044415.67;291555915035.43;120379113.24;"2024-10-07T23:59:59.999Z"
"2024-10-06T00:00:00.000Z";"2024-10-06T23:59:59.999Z";"2024-10-06T14:59:00.000Z";"2024-10-06T00:38:00.000Z";"2781";2415.5316279425;2456.6306849146;2407.0994867432;2439.9578014551;8458690205.43;293714066018.34;120377344.46;"2024-10-06T23:59:59.999Z"
"2024-10-05T00:00:00.000Z";"2024-10-05T23:59:59.999Z";"2024-10-05T01:13:00.000Z";"2024-10-05T20:11:00.000Z";"2781";2414.8472449781;2427.5175001729;2390.8445148696;2415.6318483541;8152969183.08;290770219457.2;120375248.29;"2024-10-05T23:59:59.999Z"
"2024-10-04T00:00:00.000Z";"2024-10-04T23:59:59.999Z";"2024-10-04T16:33:00.000Z";"2024-10-04T00:55:00.000Z";"2781";2349.7328747479;2440.2423164811;2339.8708421254;2414.7939387071;14879264082.24;290683343156.41;120373387.49;"2024-10-04T23:59:59.999Z"
"2024-10-03T00:00:00.000Z";"2024-10-03T23:59:59.999Z";"2024-10-03T04:47:00.000Z";"2024-10-03T15:28:00.000Z";"2781";2365.2136356441;2402.8624712735;2311.02794283;2349.7911912798;18051447791.36;282840905202.61;120371514.67;"2024-10-03T23:59:59.999Z"
"2024-10-02T00:00:00.000Z";"2024-10-02T23:59:59.999Z";"2024-10-02T02:55:00.000Z";"2024-10-02T22:13:00.000Z";"2781";2448.8772349748;2498.1213981869;2354.5392654594;2365.2317288844;20148256471.74;284700884242.95;120370050.28;"2024-10-02T23:59:59.999Z"
"2024-10-01T00:00:00.000Z";"2024-10-01T23:59:59.999Z";"2024-10-01T06:59:00.000Z";"2024-10-01T20:42:00.000Z";"2781";2603.2642632164;2657.6154844561;2415.0786957152;2448.9211886564;25482371784.59;294770064372.22;120369473.88;"2024-10-01T23:59:59.999Z"
"2024-09-30T00:00:00.000Z";"2024-09-30T23:59:59.999Z";"2024-09-30T00:13:00.000Z";"2024-09-30T18:32:00.000Z";"2781";2659.292706743;2662.4890256281;2576.9761665531;2603.0626884402;17826446788.58;313325363290.4;120367966.81;"2024-09-30T23:59:59.999Z"
"2024-09-29T00:00:00.000Z";"2024-09-29T23:59:59.999Z";"2024-09-29T02:15:00.000Z";"2024-09-29T08:26:00.000Z";"2781";2677.6285703543;2683.4457331945;2635.5850675801;2659.3468478149;11126215670.66;320089038647.8;120366230.4;"2024-09-29T23:59:59.999Z"
